Top Posts,Member,Comments,Reactions,Views,Link,Month
"שלום לכולם 
אשמח לעזרה 
אחד מתנאי הקבלה לתואר שאני מעוניינת ללמוד זה בגרות במקצוע מדעי (כימיה/ביולוגיה) 
אציין שלעולם לא למדתי את המקצועות האלה בתיכון 
האם קורס השלמת בגרויות של 3 חודשים (פעמיים בשבוע) יתאים לי? אני אצליח ללמוד את כל החומר לבגרות אם אין לי ידע בכלל בנושא?",Anonymous participant,7,4,225,https://www.facebook.com/groups/mlimudim/posts/1094881468168786/,Oct-24
היי מה אומרים על אחות ויטרנית זה טוב יש בזה עבודה מרוויחים  טוב,Adlan Shirel,7,4,1438,https://www.facebook.com/groups/mlimudim/posts/1083561972634069/,Oct-24
"מי שמבין בנושא-
אני בת 30+ אם חד הורית לילדים צעירים
ועובדת כתומכת הוראה בבית ספר תיכון.
לי אישית, אין בגרות מלאה
יש לי מעט יחידות שכן הצלחתי לעשות מהסיבות שלי.
אולי זה נראה מעט מוזר שאני מתעניינת בזה בגיל כזה
אבל אני שוקלת האם כדאי לי אולי לנסות לגשת בעצמי ולהשלים את הבגרויות? אם כן איך זה בכלל מתבצע בגיל כזה ברמה הטכנית? ולמשל מה מבחינת מגמה למי שכבר לא תלמיד בבית ספר ומשלים בגרויות.
תודה!",Anonymous participant,7,3,492,https://www.facebook.com/groups/mlimudim/posts/1096656677991265/,Oct-24
"היי
אשמח לדעת על המלצות למכללות או אוניברסיטאות לתואר ראשון בהנדסת מכונות.
שוקלת כרגע את אוניברסיטת אריאל, אשמח לשמוע גם חוות דעת בנושא🥰",Shaked Avraham,7,2,425,https://www.facebook.com/groups/mlimudim/posts/1091715381818728/,Oct-24
"אני עם ממוצע 85 בערך ושלוש יחידות אנגלית. עדיין רלוונטי לחפש לימודים או שמאוחר מידי? 
לימודי חינוך וכו",Anonymous participant,7,2,409,https://www.facebook.com/groups/mlimudim/posts/1081288142861452/,Oct-24
"היי חברים 
אני מעוניין להתחיל ללמוד 
ורציתי לדעת האם יש לכם המלצה ליועץ/ת תעסוקתית שיכולה להכווין. 
אשמח לשמוע מכם 
תודה רבה",Avi Mishal,7,1,404,https://www.facebook.com/groups/mlimudim/posts/1083498069307126/,Oct-24
"היי מתלבטת אם ללמוד הפתוחה חשבונאות עם חטיבה בכלכלה .. אשמח לשמוע ממי שלמד . 
בנוסף רוצה לעשות קורס לפני כן של חשבת שכר בכיר ומנהלת חשבונות כדי לדעת אם זה בכלל מתאים לי . 
 המלצות ?!",Anonymous participant,7,0,247,https://www.facebook.com/groups/mlimudim/posts/1096819684641631/,Oct-24
"היי, אני מתחילה לימודים קדם אקדמיים (חלופת פסיכומטרי) בבאר שבע שבוע הבא בקמפוס טוביהו ורציתי לדעת ממי שעשה את הקורס למה לצפות מבחינת מהו העומס הלימודי, האם ניתן לשלב עבודה במשרה חלקית, איך המבחנים מתבצעים, איך המורים והגישות לימוד שלהם ודרכי הגעה לקמפוס, מאיזו תחנת רכבת הגעתם וכמה זמן הליכה זה למקום?",Nicole Lifshiz,6,4,522,https://www.facebook.com/groups/mlimudim/posts/1092106998446233/,Oct-24
"היי לכולם!
בן 27 , מתחבט עם עצמי מה לעשות עם החיים.
כרגע עובד בעבודה שממש לא משקפת את היכולות שלי (זה לא אני אמרתי זה האנשים הסובבים אותי בעבודה)

למדתי עיצוב גרפי שנה , אני יודע שאני טוב (מקבל פידבקים ממעצבים שלמדו במוסדות הרבה יותר מוכרים וממש מפרגנים) עם כל זאת , התחום הזה של העיצוב גרפי ממש עמוס ורווי ככה שכל מקום שאני ניגש אליו (אני עצמאי) מחפשים לשלם מחיר בתחתונים. 

בשבוע האחרון אני מתחבט עם עצמי ואשמח להכוונה מכאלה שיש להם עצה טובה (אין לי כל כך עם מי להתייעץ)

חושב על להתחיל ללמוד לימודי תעודה (הנדסי בניין/תוכנה)
מה לעשות ? על מה ללכת? אוהב חומרה מגיל 6 בערך מפרק ומרכיב מחשבים , אבל גם הקטע של לנהל ולפקח מדליק אותי. 

**אחת הסיבות שאני מתחבט עם עצמי כל כך על העיצוב הגרפי היא שאני ממש משקיע ואנשים באים ומורידים לקרשים , ולצערי זה נהיה מקצוע של שיווק טוב ולא של סקיל (ואני יודע שיווק דיגיטלי) אשמח לעזרה והכוונה 
אוהב ♥️",Anonymous participant,5,9,971,https://www.facebook.com/groups/mlimudim/posts/1090297045293895/,Oct-24
"היי אני מתחילה ללמוד תואר במשאבי אנוש שבוע הבא, ואני מתלבטת בין אייפד(עם מקלדת ועט כמובן) או לפטופ(אשמח אם תוכלו להמליץ לי על דגם)",Anonymous participant,6,3,419,https://www.facebook.com/groups/mlimudim/posts/1092379845085615/,Oct-24
"שלום אשמח לחוות דעת כמה שיותר יותר טוב בבקשה 
אני חייל משוחרר ואני מעוניין להתחיל בלימודים לפני שיהיה מאוחר מדי אבל אני בחור מאוד סקפטי ולא סומך יותר מדי על כל המכללות ומה שהם מציעים לי וכמה שאני מנסה לברר אני לא מוצא דרך אז אשמח לשמוע עליכם קצת במה אתם מתעסקים וטוב לכם /רע לכם /מתחרטים /לא מתחרטים 
אשמח לשמוע כמה שיותר כי אני רוצה להתחיל אבל לא יודע מאיפה ובמה 
אני מעוניין בעיקר במשכורת גבוהה וכמה שיותר יותר טוב לי רוצה לעשות אם עצמי משהו אבל כרגע אני מרגיש מבולבל ולחוץ ולא יודע מה לעשות כרגע ואיפה לחפש ומה לחפש 
תודה מראש למגיבים🤞🏾",Anonymous participant,5,8,527,https://www.facebook.com/groups/mlimudim/posts/1092275151762751/,Oct-24
"תואר בביולוגיה חישובית
כן לא ולמה לא?",Anonymous participant,6,3,646,https://www.facebook.com/groups/mlimudim/posts/1083066076016992/,Oct-24
"היי, אני בשלבי תהליך קבלת החלטה היכן ללמוד פסיכולוגיה (תואר ראשון). אשמח לתשובות על השאלות הבאות:
1. האם יש אוניברסיטאות/מכללות שנחשבות יותר טובות ללימודים. כאלה שמתמחות באופן מובהק בתחום, יש מרצים מומחים והסילבוס שלהם יותר עשיר? ומהן?
2. האם יש השפעה היכן עשית את התואר הראשון על המשכת התואר השני במוסדות אחרים?
3. מה תחומי הפסיכולוגי שניתן להתמחות בהן?
4. האם לאחר התואר הראשון/במהלך התואר השני יש ביקוש לעבודות בתחום?
5. אומרים שתנאי הקבלה לתואר שני מונעת מהרבה מאוד בוגרי תואר ראשון להמשיך לתואר השני, מדוע?
תודה לכל העונים🙏",Ohad Kahn,6,3,466,https://www.facebook.com/groups/mlimudim/posts/1084555075868092/,Oct-24
"מחפש הכוונה למה ללמוד.
מכירים כזה?",Ohad Shalom,6,2,279,https://www.facebook.com/groups/mlimudim/posts/1092784328378500/,Oct-24
מה דעתכם על מלגת פר״ח כדאי לעשות?,Anonymous participant,6,2,446,https://www.facebook.com/groups/mlimudim/posts/1096023608054572/,Oct-24
"היי,
אני כרגע בהתלבטות בין תואר בכלכלה לבין תואר בפוליטיקה וממשל בבן גוריון. עד כמה תואר בפוליטיקה וממשל פותח דלתות למשרות כלכליות? מה השיקולים שכדאי לקחת לפני בחירה באחד מהמסלולים?",Meitar Zur,6,2,792,https://www.facebook.com/groups/mlimudim/posts/1084989299158003/,Oct-24
"היי, אשמח להתייעץ עם חברה שסיימו תואר ראשון בפסיכולוגיה בפתוחה וגם עם חברה שהתחילו בפתוחה ועשו אפיק מעבר לתל אביב. אשמח לחיבורים, תודה❤️",Anonymous participant,6,1,280,https://www.facebook.com/groups/mlimudim/posts/1095986328058300/,Oct-24
"שלום סטודנטים, אני כותב כאן כי אולי מישהו עבר חוויה דומה, קיבלתי מייל מהאוניברסיטה על הפסקת לימודים. ולא לא הייתה ועדה. כישלון פעמיים באותו קורס בודד. ממוצע כלל הקורסים מאוד גבוה. זה קורס סובייקטיבי שהמרצה נותן ציון כראות עיניו. זה לא קורס עיוני. הלימודים הללו זה חלום חיי. גם הפסקת הלימודים הזו חוסמת לי המון אופציות. זה לא קל. אני מאוד בחרדות. מרגיש שאין לי למי לפנות באוניברסיטה. מישהו נתקל במצב דומה והצליח לעשות משהו?",Anonymous participant,4,10,757,https://www.facebook.com/groups/mlimudim/posts/1090258671964399/,Oct-24
"היי לכולם עתיד להתחיל תואר בכלכלה וחשבונאות ..
האם אייפד הכרחי ומומלץ או אפשר להסתדר עם מחברות ?",Anonymous participant,6,0,285,https://www.facebook.com/groups/mlimudim/posts/1092341141756152/,Oct-24
"שלום לכולם 
יש לי שאלה אני מתלבט אם ללמוד תואר במנהל עסקים: 
אם אתה רוצה להיות שכיר אז התואר מכוון אותך לתפקידים של ניהול או להיות כלכלן או אנליסט או משהו שגם ככה המעסיקים רוצים יותר ניסיון ויכולות פרקטיות שבלי הניסיון והיכולות האלו אז לא יקבלו אותך לעבודה נכון? 
ואם אתה רוצה לפתוח עסק ולהיות איש עסקים ויזם אז התואר נותן לך רק תיאוריות וגם חלק מהתיאוריות הן לא רלוונטיות ואפילו בקורס יזמות עסקית מלמדים אותך רק תיאוריות ולא אומרים לך איך לפתוח עסק או איך להקים מיזם וסטראטפ מצליח בפרקטיקה במעשי ולא אומרים לך איזה מיזם או עסק להקים נכון?ותוך כמה זמן באים יזמים ואנשי עסקים מצליחים בעלי ניסיון מעשי ללמד ולתת הרצאה?וגם הם לא אומרים לך איזה מיזם או עסק להקים נכון? 
ולמי שרוצה להיות שכיר אז לדעתכם זה יעזור למצוא עבודה או שכל המעסיקים רוצים יותר ניסיון כמו שאמרתי בהתחלה שקשה לרכוש אותו בזמן התואר? ומי שרוצה להקים עסק ולהיות יזם אז לדעתכם התואר יעזור לכם וגם הקורס יזמות עסקית יעזור לכם או שזה רק תיאוריות לא פרקטיות ולא מעשיות ולא מלמדים אותך איך להקים מיזם או עסק בפרקטיקה בשטח במעשי ולא אומרים לך איזה עסק או מיזם להקים?וגם חוץ מזה אם אתה רוצה להקים עסק ולא להיות שכיר אז אפשר ללמוד קורס של מנהל עסקים ויזמות תוך כמה חודשים ולא תוך 3 שנים נכון?כי 3 שנים זה הרבה זמן וגם העולם נהיה יותר טכנולוגי וזה ידע כללי פיננסי

תודה רבה לעונים.",אושר שאוליאן,6,0,767,https://www.facebook.com/groups/mlimudim/posts/1084813742508892/,Oct-24
"מה קורה חברים אשמח לשמוע
אם מישהו מכיר וממליץ
או שזה סתם כותרות מפוצצות",Anonymous participant,6,0,1679,https://www.facebook.com/groups/mlimudim/posts/1086333075690292/,Oct-24
חברים מישהו יודע אם יש תואר שעוסק בהעברת הרצאות ועמידה מול קהל? האם צריך לזה תואר כדי להצליח בזה או שקורס אצל מישהו מספיק?,Anonymous participant,5,4,398,https://www.facebook.com/groups/mlimudim/posts/1083141599342773/,Oct-24
"המלצה על מכללה ללימודי קורס הייטק? 
לימודי תוכנה או QA",Anonymous participant,5,3,271,https://www.facebook.com/groups/mlimudim/posts/1092068761783390/,Oct-24
"הי, 
יש לי חוסר ביטחון בנושא הזה. 
בלימודים לא השקעתי וזה בלשון המועטה. 
אני באמת לא יודעת ולא זוכרת מה היכולות הלימודיות שלי,ממש רוצה לעשות תואר ולהצליח אותו ויש לי חשש ממש גדול שבגלל שלא הוצאתי בגרות איך בכלל אוכל להצליח להוציא תואר? 
בנות שלא היה להן בגרות גם לכן היה את החשש הזה?איך הצלחתן להתגבר על הפחד המטורף הזה? 
ממש מפחדת",Anonymous participant,5,3,435,https://www.facebook.com/groups/mlimudim/posts/1096205108036422/,Oct-24
"אשמח לדעת אם יש המלצות/דיס המלצות על אייפד (עם מקלדת) לתואר  (פסיכולוגיה)
תודה לעוזרים!",Or Josef,5,3,322,https://www.facebook.com/groups/mlimudim/posts/1080983626225237/,Oct-24
"שלום לכולם☺️
אשמח לעזרתכם 
מתלבטת על איזה תואר לעשות 
נרשמת לתואר ראשון באוניברסיטה הפתוחה במרץ הקרוב
מתלבטת בין שני תארים 
תואר B.A במדעי החברה 
או תואר בניהול עם חטיבה במשאבי אנוש.
אני מאז ומתמיד מתחברת לנושאים האלה והיום עובדת גם בתור רכזת גיוס בחברת השמה .
מעוניינת להתקדם לתפקידי HR בחברות גדולות .
אך לא יודעת מה יעזור וימקד אותי יותר במה שאני רוצה להתעסק בו בעתיד .
אשמח לעזרה ממי שלומד את התארים האלה ויכול קצת להסביר לי במה מדובר 
או ממי שלמד ויכול להגיד לי איך משתלבים בתעשייה עם התארים האלה . 
חג שמח לכולם🤍🙏🏻",אלינה יאשקרדין,4,8,589,https://www.facebook.com/groups/mlimudim/posts/1083761459280787/,Oct-24
"ערב טוב, אני עוד מעט מתחיל מכינה ייעודית להנדסה. ידוע שלומדים חומר של 4-3 שנים בפחות משנה. האם הייתם ממליצים לשלב עבודה? המטרה שלי זה לקבל ממוצע של 85 לפחות, כדי שיהיה לי פטור מפסיכומטרי.
אשמח לעצתכם.",Anonymous participant,5,2,390,https://www.facebook.com/groups/mlimudim/posts/1081624386161161/,Oct-24
"אני ממש מחפשת אפליקציית AI ללימוד אנגלית, שבה אוכל ממש לשוחח בשפה האנגלית, והאפליקציה תתקן אותי כשאני טועה. אם היא גם תסביר לי את הטעויות או תספק כללים – זה יהיה נהדר. יש למישהו המלצה?",בתאל סויסה,5,2,283,https://www.facebook.com/groups/mlimudim/posts/1081342556189344/,Oct-24
"היי
אני מחפשת ללמוד משאבי אנוש במכללה באיזור המרכז
אשמח להמלצות🩷",Adi Yosopov,5,1,229,https://www.facebook.com/groups/mlimudim/posts/1089429252047341/,Oct-24
"הי, אני בהתלבטות קשה בין אם לגשת לפסיכומטרי או לשפר מתמטיקה ולהתקבל על סמך תעודת בגרות בלבד, יש אוניברסיטאות שמקבלות אותי על סמך פסיכו בלדבד ויש כאלה שמקבלות על סמך פסיכו אבל הציון במתמטיקה שלי לא עומד בתנאי סף אז אצטרך לשפר מתמטיקה ואם אשפר מתמטיקה אז כבר אוכל להתקבל על סמך בגרות ואז הפסיכו הלך לפח, אני עדיין לא יודעת מה אני רוצה ללמוד אבל מעדיפה להשאיר את האופציות פתוחות בקיצור אשמח להתייעץ עם משהו שמבין בעניין והיה כבר בשלב הזה 🙏🏼
לעשות רק פסיכו? לשפר רק מתמטיקה? גם וגם?😥",Anonymous participant,5,1,245,https://www.facebook.com/groups/mlimudim/posts/1095671408089792/,Oct-24
"דעתכם על האקדמית תל אביב יפו?
שווה ללמוד שם? נחשבת טובה?
ובכלל על מסלולי כלכלה וניהול או פכמ ?",Anonymous participant,5,0,196,https://www.facebook.com/groups/mlimudim/posts/1093001205023479/,Oct-24
"מישהו יכול להמליץ לי על תואר?
החוזק שלי הוא חשיבה אנליטית ופתרון בעיות. בעקבות נסיון- מחשבים, רפואה וביולוגיה לא מדברים אליי. אני גם לא חזקה במקצועות הומאניים. אני יותר בכיוון של דברים מוחשיים ודוממים, חשבתי על הנדסת חומרים אבל זה עמוס מדי ואני לא רוצה ללמוד 15 שעות ביום, יש לי חיים, תחביבים ובעיות בריאות ואין סיכוי שאני לא אפרוש באמצע. אני לא בטוחה איפה ארצה לעבוד (ולא מצליח לי להבין) אבל רוצה משכורת 12+. מישהו מכיר משהו שאולי עוד לא שמעתי עליו?",Anonymous participant,4,5,530,https://www.facebook.com/groups/mlimudim/posts/1090930001897266/,Oct-24
"היי רוצה ללמוד תואר במדעי המחשב , אשמח להמלצות איפה הכי כדאי ללמוד מבחינת לימוד מעשי וכיתות לא עמוסות .לא כזה מפריע לי המרחק",Orian Nada,5,0,650,https://www.facebook.com/groups/mlimudim/posts/1090855988571334/,Oct-24
איזה מחשב מומלץ ללימודי ראיית חשבון? חשוב שיהיה קל משקל,Anonymous participant,4,4,398,https://www.facebook.com/groups/mlimudim/posts/1081354912854775/,Oct-24
"אני מתלבטת לגבי לימודי מדעי המחשב ומחפשת לשמוע קצת מניסיון של מי שכבר לומדים בתחום. למדתי בעבר מתמטיקה בסיסית, אבל אין לי רקע חזק במיוחד, ואני תוהה עד כמה זה באמת נדרש והאם אפשר להצליח גם אם אני לא מתחילה עם בסיס מתמטי מוצק.

שאלות שמעסיקות אותי:

 • איך אתם מתמודדים עם החלק המתמטי בתואר?
 • האם לדעתכם אפשר להצליח בתחום גם אם אני פחות חזקה במתמטיקה, אבל מוכנה להשקיע?
 • מה הייתם ממליצים למישהו במצב שלי לעשות כדי להיערך ללימודים?

אני שוקלת להתחיל את התואר בשנה הבאה, אז כל עצה, טיפים או שיתוף חוויות יתקבלו בברכה! תודה רבה מראש! 🙏",Anonymous participant,4,4,420,https://www.facebook.com/groups/mlimudim/posts/1096488891341377/,Oct-24
"היי,

אשמח לשמוע ממישהו שמכיר: 
תואר שני בהנדסת תעשיה וניהול (עם תואר ראשון בתחום של מדעי החברה), האם אפשר להתקבל לתפקידים שדורשים תואר ראשון בתחום או שזה מוכוון לתפקידים אחרים, ואם כן איזה?
האם זה תואר שמומלץ רק עם ניסיון? 
אם יש למישהו ניסין ויכול לעזור עם זה אני אשמח מאד",Anonymous participant,4,4,373,https://www.facebook.com/groups/mlimudim/posts/1081527926170807/,Oct-24
היי יכולים לתת לי חוות דעת על תואר בפסיכולוגיה באקדמייה למשפט ועסקים🙏,Bat Sheva,4,4,299,https://www.facebook.com/groups/mlimudim/posts/1095887251401541/,Oct-24
היי מתלבטת אם ללמוד מנהל עסקים יש לי המון עניין בתחום השאלה אם לא מדובר בתואר כללי מידי ?,ירין מיכאל,4,4,219,https://www.facebook.com/groups/mlimudim/posts/1096200291370237/,Oct-24
"היי רציתי לדעת מה ההבדל בין הנדסת תעשיה וניהול לבין מערכות מידע? 
ומה יותר מומלץ לי ללמוד לאחת שלא מתחברת לניהול
תודה 🙏🏻",Anonymous participant,4,3,713,https://www.facebook.com/groups/mlimudim/posts/1079278369729096/,Oct-24
"שבוע טוב לכולם 
מתלבט בין 3 תארים אשמח לשמוע יתרונות וחסרונות של כל אחד ,הייתי כבר בימים פתוחים אבל עדיין לא הצלחתי לגבש דעה בטוחה של מה שאני רוצה ללמוד 
1. הנדסת חשמל 
2. משפטים
3. שמאות מקרקעין",Anonymous participant,4,3,357,https://www.facebook.com/groups/mlimudim/posts/1095309254792674/,Oct-24
"הבת זוג מתלבטת על להיות מדריכת פילאטיס .
מכירים ? ממליצים?
יש פה אולי מישהו שבתחום שאפשר להחליף כמה מילים?

תודה מראש",נתנאל פיטוסי,4,2,1880,https://www.facebook.com/groups/mlimudim/posts/1085886159068317/,Oct-24
"חושבת לעשות דיפלומה בהנדסה אבל לא יודעת כמה מקבלים את זה בחוץ.. 
או שמצד שני לעשות תואר במשאבי אנוש 
מה עדיף?",Anonymous participant,4,2,767,https://www.facebook.com/groups/mlimudim/posts/1085105032479763/,Oct-24
"אשמח לעזרה..
איך יודעים האם כדאי לעשות תואר או לימודי הנדסאי? ואיך יודעים מה רוצים ללמוד",Anonymous participant,4,2,476,https://www.facebook.com/groups/mlimudim/posts/1081986459458287/,Oct-24
"היי רציתי לשאול מה עדיף..
תואר ראשון בהנדסת תוכנה/מכונות במכללת אפקה או מכללת סמי שמעון בבאר שבע? 🙏🏼 אשמח לחוות דעת על המכללות🙏🏼🙏🏼",Anonymous participant,4,2,552,https://www.facebook.com/groups/mlimudim/posts/1086258062364460/,Oct-24
"היי חברים אשמח להתייעצות 
כרגע בן 23 מתלבט אם להתחיל ללמוד חשבונאות במכללה למנהל השנה או לדחות לשנה הבאה כי אני עדיין לא סגור על התחום, השאלה אם להתחיל בגיל 24 זה לא מאוחר? לסיים התמחות בגיל 29.5…?",Anonymous participant,3,7,217,https://www.facebook.com/groups/mlimudim/posts/1092146681775598/,Oct-24
היי לכולם מתלבטת לגבי תואר במדעי הנתונים בתל אביב אם מישהו לומד או מכיר ויכול להמליץ🙏🏻🙏🏻,Liav Zaguri,4,1,357,https://www.facebook.com/groups/mlimudim/posts/1083206972669569/,Oct-24
"שלום לכולם, 
יש כאן מישהו שלמד הנדסאי אלקטרוניקה ומחשבים במכללה טכנולוגית?
אשמח לחוות דעת בנוגע ללימודים ולעבודה שלאחר מכן. 
תודה רבה 🙏",Meital Heffetz,4,1,429,https://www.facebook.com/groups/mlimudim/posts/1088339155489684/,Oct-24
"היי 🙂
אני בת 29 תכף. וחושבת ללכת לכיוון של תואר ראשון בריפוי בעיסוק, עבודה סוציאלית.
או תחום טיפולי אחר, מוזמנים להמליץ.
התעודת בגרות שלי ממוצע 80, שזה לא מספיק מסתבר, ובשאר הדרישות אני לא עומדת 😅
מישהו יודע על אלטרנטיבות? או שאין מנוס? וצריך פסיכומטרי וכו.
-כבר למדתי בעברי באוניברסיטה הפתוחה פסיכולוגיה אבל נטשתי כי המסגרת החופשייה פחות התאימה לי.",Anonymous participant,4,1,326,https://www.facebook.com/groups/mlimudim/posts/1079128806410719/,Oct-24
"אשמח לעזרה בבקשה
בת 20, מתלבטת האם ללמוד
-משפטים
-דאטה אנאליסט
-הנדסת תעשייה וניהול
אשמח בבקשה ליתרונות וחסרונות, איפה כדאי ללמוד, והאם שוק העבודה לאחר מכן נוח ויהיה קל למצוא עבודה להתחיל בה.
תודה רבה מראש🙏🏻",Lilach Prizant Goolboos,3,6,1205,https://www.facebook.com/groups/mlimudim/posts/1079163499740583/,Oct-24
"היי 
אני הנדסאית מכונות - מכטרוניקה ואני רוצה להשלים למהנדס
שווה את זה או? 
איפה הכי כדאי ללמוד?
תודה מראש 🤗",Anonymous participant,4,1,232,https://www.facebook.com/groups/mlimudim/posts/1092678578389075/,Oct-24
"היי אני מחפשת ללמוד עיצוב גרפי באזור המרכז
אשמח לדעת אילו מקומות אתם ממליצים ואם יש מוסדות לימוד שבהם עוזרים לך למצוא עבודה?
אשמח מאוד לשמוע מכם דעות, המלצות וכ'ו :)",ליהי רבינוביץ',4,0,407,https://www.facebook.com/groups/mlimudim/posts/1085637085759891/,Oct-24
"היי, מישהו שלמד בפתוחה? 
מה הסיבה שהתחלתם ללמוד שם?
יש לי 3 יחידות מתמטיקה ואנגלית ומתלבט אם לשפר לחמש יחידות מתמטיקה או ללמוד בסמסטר הזה הכנות קדם אקדמיות ומשם להמשיך ואוליי לעשות אפיק מעבר. 
עוד לא סגור על מה אני רוצה ללמוד…",Oran Barazani,4,0,283,https://www.facebook.com/groups/mlimudim/posts/1089047842085482/,Oct-24
"שלום לכולם,

בן 30 (ללא נשוי וללא ילדים, מתכנן בקרוב) מעוניין אחרי תקופה ארוכה כמפקד בצבא ועבודה במערכת הביטחונית לשנות כיוון וללמוד הנדסת תוכנה. 

אני שאפתן, חרוץ וסקרן מאוד.

מעניין אותי עולם האבטחת מידע וסייבר, תקשורת נתונים, בינה מלאכותית

ממעבר על הרבה תכנים שקראתי ברשת התלבטתי בין ללמוד ה**נדסת תוכנה למדעי המחשב** והתחברתי יותר לתכנים הפרקטיים של הנדסת תוכנה. 

לצד זה הייתה לי המחשבה גם לשקול הנדסת מערכות מידע - הרגיש לי ליד ולא מספיק למה שאני מכוון.
* **הדבר היחיד ממנו אני חושש זה רמת המתמטיקה והפיחזיקה הנדרשת, תמיד הייתי יותר בן אדם ""הומני"" , 4 יחידות מתטיקה עם ציון 80 שיצר אצלי סלידה למתמטיקה בתיכון.**

אשמח לשמוע אם גם לאנשים נוספים כאן היה את החשש הזה ולבסוף המשיכו לתואר בהנדסת תוכנה והיום בדיעבד יודעים להעביר חוות דעת ותחושות לאורך התואר.

**אציין גם שאעשה את התואר ככה""נ באוניבריסטה הפתוחה כדי לשלב את העבודה בה אני עובד היום. **

תמונה למשיכת תשומת לב.",Anonymous participant,3,5,696,https://www.facebook.com/groups/mlimudim/posts/1085518789105054/,Oct-24
"היי מחפשת קורס NLP פרונטלי בירושלים.
אשמח לשמוע המלצות ומכללות🙏🏻
תודה לעונים 😉",Anonymous participant,3,5,218,https://www.facebook.com/groups/mlimudim/posts/1082058136117786/,Oct-24
היי  אשמח להכוונה בבקשה אני חרדי לשעבר ולכן לא עשיתי שום בגרויות כולשהם או 12 שנות לימוד ניסיתי להתחיל מכינה להנדסה בכנרת ולצערי לא עברתי את המבחן מימד ולא התקבלתי מרגיש שכול הדלתות סגורות לפני,Anonymous participant,3,3,449,https://www.facebook.com/groups/mlimudim/posts/1092711748385758/,Oct-24
"היי הבן זוג רוצה ללמוד מקצוע שקשור לחומרת מחשבים
אוהב להרכיב מחשבים של חברים וגם עושה קצת כסף מהצד
מה צריך ללמוד בשביל זה?
אך המשכורות בחוץ?",Odeya Shovaly,3,2,649,https://www.facebook.com/groups/mlimudim/posts/1096686371321629/,Oct-24
"יש כאן מישהו שעושה תואר בהנדסת נתונים במכללת אפקה?
אשמח לכמה שאלות🙏",Anonymous participant,3,1,139,https://www.facebook.com/groups/mlimudim/posts/1090188348638098/,Oct-24
"אני מתלבטת לגבי לימודי הנדסת חשמל באוניברסיטה העברית/ בן גוריון
איך הרמה שם(הבנתי שבעברית זה די חדש)? יחס לסטודנטים? 
אשמח לשמוע ובעיקר אם מישהו לומד/ למד באחד המוסדות האלה :)",Gil Ben Zikry,3,1,841,https://www.facebook.com/groups/mlimudim/posts/1086964848960448/,Oct-24
"מה קורה חברים אשמח שתעזרו לי לעשות קצת סדר בראש
מעוניין בלימודי ביואינפורמטיקה ולא יודע איך לשלב אותם בדיוק
אחת ההתלבטויות זה לגבי האיזון בין מדמח לביולוגיה 
הבנתי שכמה שיותר משקל למדמח=יותר
אפשרויות תעסוקה וביטחון תעסוקתי 

 גם הבנתי שבכל מקרה אין מה לעשות רק עם תואר ראשון וחייב לצאת לתואר שני ככה שלא משנה מה תהיה רמת האיזון בתואר הראשון בכל מקרה לא אמצא עבודה בתחום לפני השני
אז השאלה אם יש טעם בכלל לשלב ביואינפורמטיקה בתואר הראשון וסתם להוסיף עומס לתואר 
או ללכת עם הלב וכן ללמוד את זה ולפגוע ב״יכולות״ ביכולות מתחומי המדמח",Anonymous participant,3,1,372,https://www.facebook.com/groups/mlimudim/posts/1097804477876485/,Oct-24
"שלום , האם יש כאן מישהו שלומד/ למד 
לימודי המזרח תיכון בבן גוריון?
אשמח להתייעץ",Hili Hacmi,3,0,97,https://www.facebook.com/groups/mlimudim/posts/1096571077999825/,Oct-24
"היי, מתלבטת אם להירשם ללימודי קלינאית תקשורת כחלק מהסבת מקצוע. 
אשמח לדבר עם מישהי שכבר עוסקת במקצוע כדי לשאול אותה מספר שאלות",Noy Shiv,3,0,383,https://www.facebook.com/groups/mlimudim/posts/1084104212579845/,Oct-24
"הי, אני רוצה ללכת ללמוד בבן גור וחשוב לי שיהיה במקום שבו אני לומדת רוב יהודי, יש דרך לדעת מה האחוזים שם?",אביה מילס,2,4,646,https://www.facebook.com/groups/mlimudim/posts/1093658991624367/,Oct-24
"הייי 
רוצה להתחיל ללמוד בתוכנית לאנשי קבע שבה עושים תואר ראשון רב תחומי במדעי החברה - במסגרת התואר לומדים קרימינולוגיה, פסיכולוגיה, ומדעי המדינה 

מישהו למד ויודע להגיד האם מומלץ ללמוד את התחום? ומה עושים עם זה לאחר התואר?",Anonymous participant,2,1,229,https://www.facebook.com/groups/mlimudim/posts/1084997875823812/,Oct-24
"היוש
אנשים שעושים תואר במשאבי אנוש (ומדעי ההתנהגות גם אפשרי)
איפה אתם עושים???
בקבע
גרה בנתניה עדיפות לקרוב",אופק אריה,2,1,404,https://www.facebook.com/groups/mlimudim/posts/1082210189435914/,Oct-24
"היי, אשמח לשוחח עם סטודנטים למשפטים מבר אילן שעשו אפיק מעבר מהאונ' הפתוחה",Michal Yarmuch,2,1,290,https://www.facebook.com/groups/mlimudim/posts/1096822347974698/,Oct-24
